Year;STATE;Turnout;
1986;New Jersey;26.7;VAP
1986;New Mexico;38.5;VAP
1986;New York;31.8;VAP
1986;North Carolina;33.5;VAP
1986;North Dakota;60.5;VAP
1986;Ohio;39.6;VAP
1986;Oklahoma;38.8;VAP
1986;Oregon;53.2;VAP
1986;Pennsylvania;37.8;VAP
1986;Rhode Island;40.4;VAP
1986;South Carolina;30.9;VAP
1986;South Dakota;59.7;VAP
1986;Tennessee;34.3;VAP
1986;Texas;29.3;VAP
1986;Utah;41.5;VAP
1986;Vermont;49.7;VAP
1986;Virginia;28.1;VAP
1986;Washington;40.4;VAP
1986;West Virginia;29.7;VAP
1986;Wisconsin;43.7;VAP
1986;Wyoming;49.3;VAP
1984;United States;53.3;VAP
1984;Alabama;50.3;VAP
1984;Alaska;58.6;VAP
1984;Arizona;45.3;VAP
1984;Arkansas;52.3;VAP
1984;California;49.3;VAP
1984;Colorado;55.7;VAP
1984;Connecticut;60.3;VAP
1984;Delaware;55.9;VAP
1984;District of Columbia;41.8;VAP
1984;Florida;48.3;VAP
1984;Georgia;41.9;VAP
1984;Hawaii;44.7;VAP
1984;Idaho;60.8;VAP
1984;Illinois;57.9;VAP
1984;Indiana;56.4;VAP
1984;Iowa;63.3;VAP
1984;Kansas;57.4;VAP
1984;Kentucky;51.2;VAP
1984;Louisiana;55.6;VAP
1984;Maine;64.9;VAP
1984;Maryland;51.1;VAP
1984;Massachusetts;57;VAP
1984;Michigan;58;VAP
1984;Minnesota;68.6;VAP
1984;Mississippi;52.7;VAP
1984;Missouri;57.8;VAP
1984;Montana;65.8;VAP
1984;Nebraska;56.6;VAP
1984;Nevada;41.1;VAP
1984;New Hampshire;53.1;VAP
1984;New Jersey;56.5;VAP
1984;New Mexico;51.9;VAP
1984;New York;50.9;VAP
1984;North Carolina;47.3;VAP
1984;North Dakota;63.5;VAP
1984;Ohio;58;VAP
1984;Oklahoma;52.9;VAP
1984;Oregon;62.5;VAP
1984;Pennsylvania;54.3;VAP
1984;Rhode Island;55.5;VAP
1984;South Carolina;40.9;VAP
1984;South Dakota;63.8;VAP
1984;Tennessee;49.4;VAP
1984;Texas;47.4;VAP
1984;Utah;61.6;VAP
1984;Vermont;60.5;VAP
1984;Virginia;50.7;VAP
1984;Washington;58.6;VAP
1984;West Virginia;52.5;VAP
1984;Wisconsin;63.8;VAP
1984;Wyoming;54.9;VAP
1982;United States (Excl, Louisiana);40.7;VAP
1982;Alabama;40.1;VAP
1982;Alaska;61.5;VAP
1982;Arizona;34.4;VAP
1982;Arkansas;47.6;VAP
1982;California;42.7;VAP
1982;Colorado;42.5;VAP
1982;Connecticut;45.7;VAP
1982;Delaware;43.3;VAP
1982;District of Columbia;23.5;VAP
1982;Florida;33;VAP
1982;Georgia;28.9;VAP
1982;Hawaii;43.1;VAP
1982;Idaho;49.3;VAP
1982;Illinois;44.3;VAP
1982;Indiana;46.3;VAP
1982;Iowa;49.6;VAP
1982;Kansas;43.3;VAP
1982;Kentucky;26.5;VAP
1982;Louisiana;;VAP
1982;Maine;55.5;VAP
1982;Maryland;35.9;VAP
1982;Massachusetts;46.9;VAP
1982;Michigan;46.8;VAP
1982;Minnesota;60.3;VAP
1982;Mississippi;36.6;VAP
1982;Missouri;42.7;VAP
1982;Montana;55.9;VAP
1982;Nebraska;47.8;VAP
1982;Nevada;36.7;VAP
1982;New Hampshire;40.5;VAP
1982;New Jersey;39.4;VAP
1982;New Mexico;42.9;VAP
1982;New York;40;VAP
1982;North Carolina;29.8;VAP
1982;North Dakota;54.6;VAP
1982;Ohio;43.6;VAP
1982;Oklahoma;37.6;VAP
1982;Oregon;53.5;VAP
1982;Pennsylvania;41.5;VAP
1982;Rhode Island;47.4;VAP
1982;South Carolina;29.2;VAP
1982;South Dakota;56.6;VAP
1982;Tennessee;37.1;VAP
1982;Texas;29.2;VAP
1982;Utah;53.9;VAP
1982;Vermont;44.6;VAP
1982;Virginia;34.7;VAP
1982;Washington;43.6;VAP
1982;West Virginia;40.1;VAP
1982;Wisconsin;46.1;VAP
1982;Wyoming;48.3;VAP
1980;United States;52.6;VAP
1980;Alabama;48.7;VAP
1980;Alaska;57.1;VAP
1980;Arizona;44.4;VAP
1980;Arkansas;51.5;VAP
1980;California;48.9;VAP
1980;Colorado;55.9;VAP
1980;Connecticut;61;VAP
1980;Delaware;54.7;VAP
1980;District of Columbia;35.3;VAP
1980;Florida;48.7;VAP
1980;Georgia;41.3;VAP
1980;Hawaii;43.6;VAP
1980;Idaho;67.9;VAP
1980;Illinois;57.8;VAP
1980;Indiana;57.7;VAP
1980;Iowa;62.9;VAP
1980;Kansas;56.8;VAP
1980;Kentucky;49.9;VAP
1980;Louisiana;53.2;VAP
1980;Maine;64.6;VAP
1980;Maryland;50;VAP
1980;Massachusetts;59;VAP
1980;Michigan;60;VAP
1980;Minnesota;70;VAP
1980;Mississippi;51.9;VAP
1980;Missouri;58.8;VAP
1980;Montana;65.1;VAP
1980;Nebraska;56.7;VAP
1980;Nevada;41.1;VAP
1980;New Hampshire;57.2;VAP
1980;New Jersey;54.9;VAP
1980;New Mexico;50.9;VAP
1980;New York;48;VAP
1980;North Carolina;43.4;VAP
1980;North Dakota;64.8;VAP
1980;Ohio;55.4;VAP
1980;Oklahoma;52.2;VAP
1980;Oregon;61.4;VAP
1980;Pennsylvania;52;VAP
1980;Rhode Island;58.6;VAP
1980;South Carolina;40.4;VAP
1980;South Dakota;67.3;VAP
1980;Tennessee;48.8;VAP
1980;Texas;44.9;VAP
1980;Utah;64.6;VAP
1980;Vermont;57.8;VAP
1980;Virginia;47.5;VAP
1980;Washington;57.4;VAP
1980;West Virginia;52.8;VAP
1980;Wisconsin;67.4;VAP
1980;Wyoming;53.4;VAP
2016;United States;54.7;VAP
2016;Alabama;56.3;VAP
2016;Alaska;57.4;VAP
2016;Arizona;49.2;VAP
2016;Arkansas;49.4;VAP
2016;California;47;VAP
2016;Colorado;64.6;VAP
2016;Connecticut;58.3;VAP
2016;Delaware;59.2;VAP
2016;District of Columbia;55.4;VAP
2016;Florida;56.9;VAP
2016;Georgia;52.6;VAP
2016;Hawaii;38.3;VAP
2016;Idaho;55;VAP
2016;Illinois;56.1;VAP
2016;Indiana;54;VAP
2016;Iowa;65.1;VAP
2016;Kansas;54;VAP
2016;Kentucky;56.1;VAP
2016;Louisiana;56.8;VAP
2016;Maine;69.4;VAP
2016;Maryland;59.5;VAP
2016;Massachusetts;61.1;VAP
2016;Michigan;62;VAP
2016;Minnesota;69.4;VAP
2016;Mississippi;53.3;VAP
2016;Missouri;59.6;VAP
2016;Montana;60.5;VAP
2016;Nebraska;58.8;VAP
2016;Nevada;49.4;VAP
2016;New Hampshire;69.1;VAP
2016;New Jersey;55.7;VAP
2016;New Mexico;50.2;VAP
2016;New York;49.6;VAP
2016;North Carolina;60.2;VAP
2016;North Dakota;59.3;VAP
2016;Ohio;61;VAP
2016;Oklahoma;49;VAP
2016;Oregon;61.7;VAP
2016;Pennsylvania;60.5;VAP
2016;Rhode Island;54.7;VAP
2016;South Carolina;54.2;VAP
2016;South Dakota;56.6;VAP
2016;Tennessee;48.6;VAP
2016;Texas;43.4;VAP
2016;Utah;52.8;VAP
2016;Vermont;62.3;VAP
2016;Virginia;60.8;VAP
2016;Washington;58.3;VAP
2016;West Virginia;49.1;VAP
2016;Wisconsin;66.2;VAP
2016;Wyoming;57.3;VAP
